Post Date,Description,Debit,Credit
2/2/2017,Withdrawal ACH Shoreline  swsho/TYPE: Rent ID: 1861072180 DATA: 17480144 CO: Shoreline swsho,1537.46,
2/2/2017,Withdrawal DEBIT CARD/PAYPAL *ADHUSLIG 402-935-7733 CA Date 02/01/17 24492157032894236936911 Card 5968Merchant Category Code: 8999,300,
2/1/2017,Withdrawal ACH NAVIENT/TYPE: NAVI DEBIT ID: 3520974271 DATA: LSC/F ------ CO: NAVIENT,204.9,
1/31/2017,Withdrawal LOW BALANCE FEE,6,
1/31/2017,Check 001212 Tracer 0000005840,120,
1/31/2017,Withdrawal ACH BCBS HEALTH/HPS/TYPE: 8007928595 ID: 1361236610 CO: BCBS HEALTH/HPS,1948.76,
1/30/2017,Check 001213 Tracer 0000002012,500,
1/30/2017,Withdrawal DEBIT CARD/CRESCENT HOUSE CEDAR PARK TX Date 01/28/17 24767897030243801461841 Card 5968Merchant Category Code: 5712,215.42,
1/30/2017,Deposit by Check,,3737.33
1/28/2017,Withdrawal DEBIT CARD/AIRROSTI REHAB CENTERS LL CEDAR PARK TX Date 01/27/17 24247607028500815900800 Card 5968Merchant Category Code: 8099,225,
1/26/2017,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,3147.37,
1/26/2017,Withdrawal ACH Lowes CC/TYPE: LWS EPAY ID: 9069872103 CO: Lowes CC,499.3,
1/25/2017,Deposit Reconciled 0000051,,0
1/25/2017,"Deposit Bulk/Checks 10,499.69 Check Count 1 Deposit Number 0000051",,10499.69
1/24/2017,Uncollected Fee/Due since 01/23/17 - Courtesy Pay-ACH,34,
1/23/2017,Deposit Reconciled 0000037,,0
1/23/2017,Deposit Bulk/Checks 97.50 Check Count 1 Deposit Number 0000037,,97.5
1/23/2017,Uncollected Fee of $34.00 is Due,,0
1/23/2017,Courtesy Pay-ACH,,0
1/23/2017,Withdrawal ACH ATT/TYPE: Payment ID: 9864031004 CO: ATT,59.5,
1/21/2017,Withdrawal DEBIT CARD/CITY OF CEDAR PARK 512-4015000 TX Date 01/19/17 24330667020900017148143 Card 5968Merchant Category Code: 4900,459.94,
1/20/2017,Uncollected Fee/Due since 01/18/17 - UNPAIDNSF 001209,34,
1/20/2017,Uncollected Fee/Due since 01/18/17 - Courtesy Pay-Ck,34,
1/19/2017,Withdrawal DEBIT CARD/SHELL OIL 57546541103 CEDAR PARK TX Date 01/18/17 24316057019548048040642 Card 4320Merchant Category Code: 5542,20.22,
1/19/2017,Deposit Reconciled 0000046,,0
1/19/2017,Deposit Bulk/Checks 625.14 Check Count 1 Deposit Number 0000046,,625.14
1/18/2017,Uncollected Fee of $34.00 is Due,,0
1/18/2017,UNPAIDNSF 001209/In the amount $690.00.,,0
1/18/2017,Uncollected Fee of $34.00 is Due,,0
1/18/2017,Courtesy Pay-Ck,,0
1/18/2017,Check 001180 Tracer 0000002758,1000,
1/18/2017,Deposit Transfer From Loan 00,,303.09
1/18/2017,Check 001207 Tracer 0000007139,1680,
1/18/2017,Withdrawal Transfer To Loan 00,200,
1/17/2017,Check 001208 Tracer 0000000000,528,
1/17/2017,"Withdrawal Transfer/To HERNANDEZ,MARTHA 331014 Loan 01",1072.46,
1/17/2017,"Withdrawal Transfer/To HERNANDEZ,MARTHA 331014 Loan 00",345.04,
1/17/2017,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270 DATA: DC PYMNTS DCIINTNET CO: DISCOVER,1000,
1/17/2017,Withdrawal ACH TOYOTA FINANCIAL/TYPE: RETAIL_PAY ID: 1953775816 CO: TOYOTA FINANCIAL,920,
1/17/2017,Withdrawal ACH THE GUARDIAN/TYPE: INSUR PREM ID: 9555845001 CO: THE GUARDIAN,849.54,
1/17/2017,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270 DATA: DC PYMNTS DCIINTNET CO: DISCOVER,500,
1/17/2017,Withdrawal ACH HUMANA COMPBENEF/TYPE: 7709988936 ID: 2591843760 CO: HUMANA COMPBENEF,125.71,
1/17/2017,Withdrawal ACH HUMANA COMPBENEF/TYPE: 7709988936 ID: 2591843760 CO: HUMANA COMPBENEF,49.99,
1/17/2017,Deposit Reconciled 0000010,,0
1/17/2017,"Deposit Bulk/Checks 3,561.43 Check Count 5 Deposit Number 0000010",,3561.43
1/16/2017,Withdrawal DEBIT CARD/HO WAH RESTAURANT MARINA CA Date 01/15/17 24755427016130162169691 Card 5968Merchant Category Code: 5812,42.01,
1/15/2017,Recurring Withdrawal Bill Payment - #701526000097/BP FARMERS INS COMMERCIAL 855-323-5350 Card 5968 Merchant Category Code: 5960,227.78,
1/14/2017,Withdrawal ATM Fee/ATM Wells Fargo Ban 1431&amp;LAKELINE BLVD CEDAR PARK TX Card 4320Merchant Category Code: 6011,1,
1/14/2017,Withdrawal at ATM #701406398070/ATM Wells Fargo Ban 1431&amp;LAKELINE BLVD CEDAR PARK TX Card 4320Merchant Category Code: 6011,103,
1/12/2017,Check 001205 Tracer 0000001229,1075,
1/12/2017,Withdrawal ACH UHCU/TYPE: Funds Tran ID: 9002251574 CO: UHCU,600,
1/11/2017,Withdrawal ACH CITI CARD ONLINE/TYPE: PAYMENT ID: CITICTP CO: CITI CARD ONLINE,90.19,
1/10/2017,Withdrawal ACH PROG COUNTY MUT/TYPE: INS PREM ID: 9409348153 DATA: BRANCH03DEBIT ACH CO: PROG COUNTY MUT,363.66,
1/9/2017,Check 001204 Tracer 0000006456,280,
1/9/2017,Withdrawal DEBIT CARD/0126 ROUND TABLE PIZZA 831-384-7227 CA Date 01/08/17 24269797009100180249670 Card 5968Merchant Category Code: 5812,45.11,
1/9/2017,Withdrawal DEBIT CARD/0126 ROUND TABLE PIZZA 831-384-7227 CA Date 01/08/17 24269797009100180249753 Card 5968Merchant Category Code: 5812,5,
1/9/2017,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,3000,
1/9/2017,Withdrawal ACH AMERICAN GEN LIF/TYPE: INS PAYMT ID: 1620306330 CO: AMERICAN GEN LIF,60.11,
1/7/2017,Deposit by Check,,5200.04
1/6/2017,Recurring Withdrawal Bill Payment - #700624000774/BP CTO*GOTOMYPC.COM 888-259-3826 CA Card 5968 Merchant Category Code: 5968,114.72,
1/5/2017,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,9345.48,
1/5/2017,Withdrawal ACH UHCU/TYPE: Funds Tran ID: 9002238589 CO: UHCU,2000,
1/4/2017,Check 001202 Tracer 0000007244,20,
1/4/2017,Check 001198 Tracer 0000008043,2856,
1/4/2017,Check 001201 Tracer 0000007285,4100,
1/4/2017,Deposit Reconciled 0000048,,0
1/4/2017,"Deposit Bulk/Checks 12,406.89 Check Count 2 Deposit Number 0000048",,12406.89
1/4/2017,Withdrawal ATM Fee/ATM P500659 602 N BELL BLVD CEDAR PARK Card 4320 Merchant Category Code: 6011,1,
1/4/2017,Withdrawal at ATM #700415003894/ATM P500659 602 N BELL BLVD CEDAR PARK Card 4320 Merchant Category Code: 6011,23,
1/4/2017,Withdrawal ATM Fee/ATM INQ P500659 602 N BELL BLVD CEDAR TX Card 4320Merchant Category Code: 6011,1,
1/4/2017,Check 001203 Tracer 0000000000,5658,
1/4/2017,Withdrawal ACH Shoreline  swsho/TYPE: Rent ID: 1861072180 DATA: 17130058 CO: Shoreline swsho,1539,
1/4/2017,Deposit ACH Square Inc/TYPE: 170104P2 ID: 9424300002 CO: Square Inc,,2653.17
1/3/2017,Withdrawal DEBIT CARD/BJS RESTAURANTS 471 SUNSET VALLEY TX Date 01/02/17 24692167003000110207336 Card 5968Merchant Category Code: 5812,21.09,
1/3/2017,Deposit Reconciled 0000111,,0
1/3/2017,Check 001199 Tracer 0000000000,1056,
1/3/2017,"Deposit Bulk/Checks 12,697.73 Check Count 1 Deposit Number 0000111",,12697.73
1/3/2017,Withdrawal ACH NAVIENT/TYPE: NAVI DEBIT ID: 3520974271 DATA: LSC/F ------ CO: NAVIENT,204.9,
1/3/2017,Withdrawal DEBIT CARD/RENTACENTER.COM 888-372-9722 TX Date 01/02/17 24445007002300266589035 Card 5968Merchant Category Code: 7394,412.67,
1/2/2017,Withdrawal DEBIT CARD/STAYBRIDGE SUITES AUSTIN AUSTIN TX Date 01/01/17 24755427002130025982039 Card 5968Merchant Category Code: 3791,136.85,
1/2/2017,Withdrawal DEBIT CARD/CHEVRON 0205718 CEDAR PARK TX Date 01/01/17 24692167001000172210295 Card 4320Merchant Category Code: 5541,3.24,
1/1/2017,Withdrawal DEBIT CARD/WALGREENS #5159 AUSTIN TX Date 12/31/16 24445007001100142521256 Card 5968Merchant Category Code: 5912,39.89,
1/1/2017,Withdrawal DEBIT CARD/HEB #265 CEDAR PARK TX Date 12/31/16 24427336366720032510962 Card 5968Merchant Category Code: 5411,133.92,
12/31/2016,Withdrawal LOW BALANCE FEE,6,
12/31/2016,Withdrawal DEBIT CARD/EXXONMOBIL 47950688 AUSTIN TX Date 12/30/16 24164056366378006472007 Card 5968Merchant Category Code: 5542,32.06,
12/31/2016,Deposit Reconciled 0000040,,0
12/31/2016,"Deposit Bulk/Checks 1,623.75 Check Count 1 Deposit Number 0000040",,1623.75
12/30/2016,Check 001197 Tracer 0000008597,400,
12/30/2016,Withdrawal DEBIT CARD/LUBYS CAFE #0041 Q99 AUSTIN TX Date 12/29/16 24445006364300242499949 Card 5968Merchant Category Code: 5814,31.46,
12/30/2016,Withdrawal DEBIT CARD/ARMSTRONG MCCALL OF SO AUSTIN TX Date 12/29/16 24269796364300438457239 Card 5968Merchant Category Code: 5977,68.51,
12/28/2016,Withdrawal at ATM #636315003118/ATM M186150 6400 MANCHACA ROAD AUSTIN TX Card 4320 Merchant Category Code: 6011,140,
12/27/2016,Deposit by Check,,1571.79
12/27/2016,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,1100,
12/21/2016,Withdrawal ACH ATT/TYPE: Payment ID: 9864031004 CO: ATT,59.5,
12/20/2016,Withdrawal DEBIT CARD/WALGREENS #4997 MARINA CA Date 12/19/16 24445006355600144189113 Card 4320Merchant Category Code: 5912,17.89,
12/19/2016,Check 001196 Tracer 0000005937,1396,
12/19/2016,Check 001179 Tracer 0000002901,1800,
12/19/2016,Deposit Reconciled 0000034,,0
12/19/2016,Deposit Bulk/Checks 595.38 Check Count 1 Deposit Number 0000034,,595.38
12/19/2016,Withdrawal Transfer To Loan 00,200,
12/19/2016,Withdrawal ACH TOYOTA FINANCIAL/TYPE: RETAIL_PAY ID: 1953775816 CO: TOYOTA FINANCIAL,920,
12/19/2016,Withdrawal ACH CITI CARD ONLINE/TYPE: PAYMENT ID: CITICTP CO: CITI CARD ONLINE,94.69,
12/16/2016,"Withdrawal Transfer/To HERNANDEZ,MARTHA 331014 Loan 01",1072.46,
12/16/2016,"Withdrawal Transfer/To HERNANDEZ,MARTHA 331014 Loan 00",345.04,
12/16/2016,Deposit Reconciled 0000033,,0
12/16/2016,"Deposit Bulk/Checks 7,330.37 Check Count 2 Deposit Number 0000033",,7330.37
12/15/2016,Check 001193 Tracer 0000001495,160,
12/15/2016,Check 001194 Tracer 0000000000,1008,
12/15/2016,Withdrawal ACH THE GUARDIAN/TYPE: INSUR PREM ID: 9555845001 CO: THE GUARDIAN,849.54,
12/15/2016,Withdrawal ACH HUMANA COMPBENEF/TYPE: 7709988936 ID: 2591843760 CO: HUMANA COMPBENEF,125.71,
12/15/2016,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270 DATA: DC PYMNTS DCIINTNET CO: DISCOVER,120,
12/15/2016,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270 DATA: DC PYMNTS DCIINTNET CO: DISCOVER,100,
12/15/2016,Withdrawal ACH HUMANA COMPBENEF/TYPE: 7709988936 ID: 2591843760 CO: HUMANA COMPBENEF,49.99,
12/14/2016,Withdrawal DEBIT CARD/AUSTIN AIRPORT-F&amp;B AUSTIN TX Date 12/13/16 24431066349698491003613 Card 4320Merchant Category Code: 5814,12.83,
12/14/2016,Withdrawal DEBIT CARD/AUSTIN AIRPORT-RETAIL AUSTIN TX Date 12/13/16 24431066349206431502825 Card 4320Merchant Category Code: 5947,2.15,
12/13/2016,Withdrawal DEBIT CARD/IN-N-OUT BURGER #294 CEDAR PARK TX Date 12/12/16 24445006348500326663101 Card 4320Merchant Category Code: 5814,7.2,
12/12/2016,Check 001178 Tracer 0000002024,200,
12/12/2016,Check 001191 Tracer 0000005819,340,
12/12/2016,Check 001192 Tracer 0000000167,500,
12/12/2016,Withdrawal DEBIT CARD/LAKELINE FOOD STOP CEDAR PARK TX Date 12/11/16 24145726347900013300156 Card 4320Merchant Category Code: 5411,23.96,
12/12/2016,Withdrawal DEBIT CARD/WALGREENS #7061 CEDAR PARK TX Date 12/11/16 24445006347600107332974 Card 4320Merchant Category Code: 5912,18.12,
12/9/2016,Deposit Reconciled 0000067,,0
12/9/2016,"Deposit Bulk/Checks 4,531.53 Check Count 3 Deposit Number 0000067",,4531.53
12/9/2016,Withdrawal ACH BCBS HEALTH/HPS/TYPE: 8007928595 ID: 1361236610 CO: BCBS HEALTH/HPS,1948.76,
12/9/2016,Withdrawal ACH PROG COUNTY MUT/TYPE: INS PREM ID: 9409348153 DATA: BRANCH03DEBIT ACH CO: PROG COUNTY MUT,363.66,
12/8/2016,Withdrawal at ATM #634300002780/ATM 1801 EAST WH-212113 1801 EAST WHITESTONE BL CEDAR PARK TX Card 4320Merchant Category Code: 6011,500,
12/8/2016,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,600,
12/8/2016,"Withdrawal DEBIT CARD/TRAVIS CO, TX CSCD CNT 866-5392020 TX Date 12/06/16 24207856342165400097303 Card 4320Merchant Category Code: 9222",300,
12/8/2016,"Withdrawal DEBIT CARD/TRAVIS CO, TX CSCD CNT CF 866-5392020 TX Date 12/06/16 24207856342165400096347 Card 4320Merchant Category Code: 9222",8.25,
12/7/2016,Check 001187 Tracer 0000000000,5728,
12/7/2016,Withdrawal ACH AMERICAN GEN LIF/TYPE: INS PAYMT ID: 1620306330 CO: AMERICAN GEN LIF,60.11,
12/7/2016,Withdrawal DEBIT CARD/HEB #265 CEDAR PARK TX Date 12/06/16 24427336341720025952189 Card 4320Merchant Category Code: 5411,38.81,
12/6/2016,Deposit Reconciled 0000033,,0
12/6/2016,"Deposit Bulk/Checks 9,562.51 Check Count 2 Deposit Number 0000033",,9562.51
12/5/2016,Check 001190 Tracer 0000000000,1200,
12/5/2016,Deposit ACH Square Inc/TYPE: 161203P2 ID: 9424300002 CO: Square Inc,,1653.25
12/3/2016,Check 001189 Tracer 0000000000,2800,
12/3/2016,Deposit Reconciled 0000016,,0
12/3/2016,Deposit Bulk/Checks 91.46 Check Count 1 Deposit Number 0000016,,91.46
12/3/2016,Withdrawal DEBIT CARD/RENTACENTER.COM 888-372-9722 TX Date 12/02/16 24445006337300276406780 Card 5968Merchant Category Code: 7394,413.63,
12/2/2016,Check 001186 Tracer 0000003652,1000,
12/2/2016,Withdrawal ACH Shoreline  swsho/TYPE: Rent ID: 1861072180 DATA: 16766107 CO: Shoreline swsho,1629.79,
12/2/2016,Withdrawal ACH AETNA LIFE INS/TYPE: PREMIUM ID: 7066033492 CO: AETNA LIFE INS,1303.97,
12/2/2016,Deposit ACH Square Inc/TYPE: 161202P2 ID: 9424300002 CO: Square Inc,,2443.52
12/1/2016,Withdrawal ACH NAVIENT/TYPE: NAVI DEBIT ID: 3520974271 DATA: LSC/F ------ CO: NAVIENT,204.9,
12/1/2016,Withdrawal DEBIT CARD/HO WAH RESTAURANT 831-3847951 CA Date 11/30/16 24755426336733360821586 Card 5968Merchant Category Code: 5812,55.35,
11/29/2016,Withdrawal DEBIT CARD/SAVEMART#724 MARINA MARINA CA Date 11/27/16 24427336333710013537019 Card 5968Merchant Category Code: 5411,332.99,
11/26/2016,Withdrawal DEBIT CARD/THE VILLAGE MAMMOTH LAKES CA Date 11/25/16 24765016331036144117970 Card 5968Merchant Category Code: 7011,1230.79,
11/23/2016,Withdrawal ACH CITI CARD ONLINE,5816.81,
11/23/2016,Deposit by Check,,10054.26
11/23/2016,Withdrawal Overdrawn ACH/CITI CARD ONLINE,34,
11/22/2016,Withdrawal ACH UHCU/TYPE: Funds Tran ID: 9002135031 CO: UHCU,800,
11/22/2016,Withdrawal ACH ATT/TYPE: Payment ID: 9864031004 CO: ATT,59.5,
11/21/2016,Check 001219 Tracer 0000003210,1056,
11/21/2016,Withdrawal Overdrawn ACH/CITI CARD ONLINE,34,
11/21/2016,Withdrawal DEBIT CARD/JOSABANK CLOTHIERS 067 AUSTIN TX Date 11/19/16 24326886325807487390960 Card 4320Merchant Category Code: 5611,1334.89,
11/21/2016,Withdrawal DEBIT CARD/CAFE BLUE BEE CAVES TX Date 11/18/16 24634226325700000471449 Card 4320Merchant Category Code: 5812,237.27,
11/20/2016,Withdrawal DEBIT CARD/91280 - AUSTIN-BERGSTROM AUSTIN TX Date 11/19/16 24299106325002854479010 Card 4320Merchant Category Code: 7523,3,
11/19/2016,Withdrawal at ATM #632400004193/ATM UHCU Slaughter Rd 1 5011 SLAUGHTER LANE AUSTIN TX Card 4320Merchant Category Code: 6011,400,
11/19/2016,Deposit Reconciled 0000028,,0
11/19/2016,Deposit Bulk/Checks 811.88 Check Count 1 Deposit Number 0000028,,811.88
11/18/2016,Withdrawal Transfer To Loan 00,200,
11/18/2016,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,3842.4,
11/17/2016,Deposit Reconciled 0000093,,0
11/17/2016,"Deposit Bulk/Checks 6,068.00 Check Count 1 Deposit Number 0000093",,6068
11/17/2016,Withdrawal Overdrawn ACH/CITI CARD ONLINE,34,
11/17/2016,Withdrawal ACH TOYOTA FINANCIAL/TYPE: RETAIL_PAY ID: 1953775816 CO: TOYOTA FINANCIAL,920,
11/16/2016,Check 001218 Tracer 0000000000,576,
11/16/2016,Deposit Reconciled 0000125,,0
11/16/2016,"Deposit Bulk/Checks 4,260.73 Check Count 4 Deposit Number 0000125",,4260.73
11/16/2016,"Withdrawal Transfer/To HERNANDEZ,MARTHA 331014 Loan 01",1072.46,
11/16/2016,"Withdrawal Transfer/To HERNANDEZ,MARTHA 331014 Loan 00",345.04,
11/15/2016,Withdrawal ACH THE GUARDIAN/TYPE: INSUR PREM ID: 9555845001 CO: THE GUARDIAN,849.54,
11/15/2016,Withdrawal ACH HUMANA COMPBENEF/TYPE: 7709988936 ID: 2591843760 CO: HUMANA COMPBENEF,125.71,
11/15/2016,Withdrawal ACH HUMANA COMPBENEF/TYPE: 7709988936 ID: 2591843760 CO: HUMANA COMPBENEF,49.99,
11/14/2016,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,3000,
11/14/2016,Withdrawal ACH CITI CARD ONLINE/TYPE: PAYMENT ID: CITICTP CO: CITI CARD ONLINE,1000,
11/14/2016,Withdrawal ACH Banana Visa/TYPE: BR EPAY ID: 9130142001 CO: Banana Visa,927.17,
11/14/2016,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270 DATA: DC PYMNTS DCIINTNET CO: DISCOVER,103,
11/14/2016,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270 DATA: DC PYMNTS DCIINTNET CO: DISCOVER,67,
11/10/2016,Check 001177 Tracer 0000003288,500,
11/9/2016,Withdrawal ACH PROG COUNTY MUT/TYPE: INS PREM ID: 9409348153 DATA: BRANCH03DEBIT ACH CO: PROG COUNTY MUT,367.66,
11/8/2016,Deposit Reconciled 0000055,,0
11/8/2016,"Deposit Bulk/Checks 5,694.04 Check Count 1 Deposit Number 0000055",,5694.04
11/8/2016,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,500,
11/8/2016,Withdrawal ACH AMERICAN GEN LIF/TYPE: INS PAYMT ID: 1620306330 CO: AMERICAN GEN LIF,60.11,
11/3/2016,Withdrawal DEBIT CARD/RENTACENTER.COM 888-372-9722 TX Date 11/02/16 24445006307300244723494 Card 5968Merchant Category Code: 7394,413.63,
11/2/2016,Check 001175 Tracer 0000003811,1256,
11/2/2016,Check 001173 Tracer 0000012458,5206,
11/2/2016,Deposit by Check,,541.26
11/2/2016,Withdrawal ACH Shoreline  swsho/TYPE: Rent ID: 1861072180 DATA: 16424873 CO: Shoreline swsho,1465,
11/2/2016,Withdrawal ACH AETNA LIFE INS/TYPE: PREMIUM ID: 7066033492 CO: AETNA LIFE INS,1303.97,
11/2/2016,Deposit ACH Square Inc/TYPE: 161102P2 ID: 9424300002 CO: Square Inc,,1590.28
11/1/2016,Check 001174 Tracer 0000000000,6558,
11/1/2016,Deposit Reconciled 0000052,,0
11/1/2016,"Deposit Bulk/Checks 2,300.05 Check Count 2 Deposit Number 0000052",,2300.05
11/1/2016,Withdrawal ACH NAVIENT/TYPE: NAVI DEBIT ID: 3520974271 DATA: LSC/F ------ CO: NAVIENT,204.9,
11/1/2016,Withdrawal ACH Square Inc/TYPE: SDV-VRFY ID: 9424300002 CO: Square Inc,0.01,
11/1/2016,Deposit ACH Square Inc/TYPE: 161101P2 ID: 9424300002 CO: Square Inc,,1.94
11/1/2016,Deposit ACH Square Inc/TYPE: SDV-VRFY ID: 9424300002 CO: Square Inc,,0.01
11/1/2016,Withdrawal DEBIT CARD/SQ *BEYOND ECO CLEANING L Cedar Park TX Date 10/31/16 24692166305000493873321 Card 5968Merchant Category Code: 8999,1,
11/1/2016,Withdrawal DEBIT CARD/SQ *BEYOND ECO CLEANING L Cedar Park TX Date 10/31/16 24692166305000472818677 Card 5968Merchant Category Code: 8999,1,
10/31/2016,Withdrawal LOW BALANCE FEE,6,
10/31/2016,Check 001184 Tracer 0000005237,100,
10/31/2016,Deposit Reconciled 0000069,,0
10/31/2016,Deposit Bulk/Checks 178.61 Check Count 1 Deposit Number 0000069,,178.61
10/28/2016,Deposit by Check,,10920.26
10/24/2016,Check 001170 Tracer 0000000570,410,
10/24/2016,Deposit Reconciled 0000052,,0
10/24/2016,"Deposit Bulk/Checks 3,813.11 Check Count 1 Deposit Number 0000052",,3813.11
10/21/2016,Check 001176 Tracer 0000002967,600,
10/21/2016,Withdrawal ACH ATT/TYPE: Payment ID: 9864031004 CO: ATT,59.5,
10/21/2016,Uncollected Fee/Due since 10/19/16 - Courtesy Pay-ACH,34,
10/20/2016,Deposit Reconciled 0000017,,0
10/20/2016,"Deposit Bulk/Checks 2,894.61 Check Count 4 Deposit Number 0000017",,2894.61
10/19/2016,Uncollected Fee of $34.00 is Due,,0
10/19/2016,Courtesy Pay-ACH,,0
10/19/2016,Withdrawal ACH CITI CARD ONLINE/TYPE: PAYMENT ID: CITICTP CO: CITI CARD ONLINE,2000,
10/19/2016,Deposit Transfer From Loan 00,,103.13
10/18/2016,Check 001172 Tracer 0000008691,960,
10/18/2016,Withdrawal Transfer To Loan 00,200,
10/18/2016,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,9969.56,
10/17/2016,Deposit Reconciled 0000139,,0
10/17/2016,"Deposit Bulk/Checks 9,197.49 Check Count 2 Deposit Number 0000139",,9197.49
10/17/2016,Check 001171 Tracer 0000000000,480,
10/17/2016,"Withdrawal Transfer/To HERNANDEZ,MARTHA 331014 Loan 01",1072.46,
10/17/2016,"Withdrawal Transfer/To HERNANDEZ,MARTHA 331014 Loan 00",345.04,
10/17/2016,Withdrawal ACH TOYOTA FINANCIAL/TYPE: RETAIL_PAY ID: 1953775816 CO: TOYOTA FINANCIAL,920,
10/17/2016,Withdrawal ACH THE GUARDIAN/TYPE: INSUR PREM ID: 9555845001 CO: THE GUARDIAN,849.54,
10/17/2016,Withdrawal ACH HUMANA COMPBENEF/TYPE: 7709988936 ID: 2591843760 CO: HUMANA COMPBENEF,125.71,
10/17/2016,Withdrawal ACH HUMANA COMPBENEF/TYPE: 7709988936 ID: 2591843760 CO: HUMANA COMPBENEF,49.99,
10/16/2016,Uncollected Fee/Due since 10/13/16 - UNPAIDNSF 001169,34,
10/16/2016,Uncollected Fee/Due since 10/13/16 - Courtesy Pay-Dbt,34,
10/16/2016,Uncollected Fee/Due since 10/12/16 - Courtesy Pay-ACH,22.66,
10/15/2016,Deposit Reconciled 0000062,,0
10/15/2016,"Deposit Bulk/Checks 7,019.88 Check Count 2 Deposit Number 0000062",,7019.88
10/15/2016,Uncollected Fee/Due since 10/12/16 - Courtesy Pay-ACH,11.34,
10/14/2016,Deposit Reconciled 0000121,,0
10/14/2016,Deposit Bulk/Checks 595.38 Check Count 1 Deposit Number 0000121,,595.38
10/13/2016,Uncollected Fee of $34.00 is Due,,0
10/13/2016,"UNPAIDNSF 001169/In the amount $1,380.00.",,0
10/13/2016,Uncollected Fee of $34.00 is Due,,0
10/13/2016,Courtesy Pay-Dbt,,0
10/13/2016,Withdrawal DEBIT CARD/CITY OF CEDAR PARK 512-4015000 TX Date 10/11/16 24330666286900010433774 Card 5968Merchant Category Code: 4900,507.76,
10/12/2016,Uncollected Fee of $34.00 is Due,,0
10/12/2016,Courtesy Pay-ACH,,0
10/12/2016,Withdrawal ACH PROG COUNTY MUT/TYPE: INS PREM ID: 9409348153 DATA: BRANCH03DEBIT ACH CO: PROG COUNTY MUT,386.17,
10/12/2016,Deposit Transfer From Loan 00,,119.52
10/11/2016,Check 001168 Tracer 0000007749,3000,
10/11/2016,Deposit Reconciled 0000182,,0
10/11/2016,Deposit Bulk/Checks 596.73 Check Count 1 Deposit Number 0000182,,596.73
10/11/2016,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,500,
10/11/2016,Withdrawal ACH PGANDE/TYPE: WEB ONLINE ID: 5940742640 DATA: WEB ONLINE CO: PGANDE,178.97,
10/7/2016,Deposit by Check,,622.44
10/7/2016,Withdrawal ACH AMERICAN GEN LIF/TYPE: INS PAYMT ID: 1620306330 CO: AMERICAN GEN LIF,60.11,
10/5/2016,Check 001167 Tracer 0000004580,1686,
10/4/2016,Withdrawal ACH Shoreline  swsho/TYPE: Rent ID: 1861072180 DATA: 16108354 CO: Shoreline swsho,1536.87,
10/4/2016,Withdrawal ACH UHCU/TYPE: Funds Tran ID: 9002024188 CO: UHCU,100,
10/4/2016,Deposit ACH Square Inc/TYPE: 161004P2 ID: 9424300002 CO: Square Inc,,1645.12
10/3/2016,Check 001165 Tracer 0000000000,6074,
10/3/2016,Withdrawal ACH AETNA LIFE INS/TYPE: PREMIUM ID: 7066033492 CO: AETNA LIFE INS,1303.97,
10/3/2016,Withdrawal ACH NAVIENT/TYPE: NAVI DEBIT ID: 3520974271 DATA: LSC/F ------ CO: NAVIENT,204.9,
10/3/2016,Withdrawal DEBIT CARD/RENTACENTER.COM 888-372-9722 TX Date 10/02/16 24445006276300285603131 Card 5968Merchant Category Code: 7394,413.63,
9/30/2016,Withdrawal LOW BALANCE FEE,6,
9/30/2016,Deposit by Check,,10054.26
9/29/2016,"Deposit Bulk/Loose Currency 1,000.00 Deposit Number 0000086",,1000
9/26/2016,Withdrawal ACH CITI CARD ONLINE/TYPE: PAYMENT ID: CITICTP CO: CITI CARD ONLINE,1000,
9/23/2016,Deposit Reconciled 0000068,,0
